Order URL,Product Name,Product URL,Condition,Quantity,Image URL,Set Code,Release Date,Name,Code
https://store.tcgplayer.com/admin/orders/manageorder/ACBB87ED-B2F367-A6D50,Nomads en-Kor - Stronghold (STH),https://store.tcgplayer.com/productCatalog/product/productSearch/5384,Near Mint,1,https://tcgplayer-cdn.tcgplayer.com/product/5384_in_1000x1000.jpg,STH,1998-02,Stronghold,STH
https://store.tcgplayer.com/admin/orders/manageorder/ACBB87ED-7F763D-98AB4,Masked Vandal - Kaldheim (KHM),https://store.tcgplayer.com/productCatalog/product/productSearch/230134,Lightly Played,1,https://tcgplayer-cdn.tcgplayer.com/product/230134_in_1000x1000.jpg,KHM,2021-02,Kaldheim,KHM
https://store.tcgplayer.com/admin/orders/manageorder/ACBB87ED-7F763D-98AB4,Turn to Frog - Magic 2012 (M12) (M12),https://store.tcgplayer.com/productCatalog/product/productSearch/47196,Lightly Played Foil,1,https://tcgplayer-cdn.tcgplayer.com/product/47196_in_1000x1000.jpg,M12,2011-07,Magic 2012,M12
https://store.tcgplayer.com/admin/orders/manageorder/ACBB87ED-7F763D-98AB4,Tangleroot - Mirrodin (MRD),https://store.tcgplayer.com/productCatalog/product/productSearch/11567,Near Mint,1,https://tcgplayer-cdn.tcgplayer.com/product/11567_in_1000x1000.jpg,MRD,2003-10,Mirrodin,MRD
https://store.tcgplayer.com/admin/orders/manageorder/ACBB87ED-AB6DB4-8DD28,Herald of Kozilek - Battle for Zendikar (BFZ),https://store.tcgplayer.com/productCatalog/product/productSearch/105001,Lightly Played,1,https://tcgplayer-cdn.tcgplayer.com/product/105001_in_1000x1000.jpg,BFZ,2015-10,Battle for Zendikar,BFZ
https://store.tcgplayer.com/admin/orders/manageorder/ACBB87ED-AB6DB4-8DD28,Spellstutter Sprite - Lorwyn (LRW),https://store.tcgplayer.com/productCatalog/product/productSearch/15633,Lightly Played,1,https://tcgplayer-cdn.tcgplayer.com/product/15633_in_1000x1000.jpg,LRW,2007-10,Lorwyn,LRW
https://store.tcgplayer.com/admin/orders/manageorder/ACBB87ED-3D68F9-3020E,Nevermore - Innistrad (ISD),https://store.tcgplayer.com/productCatalog/product/productSearch/55976,Near Mint,1,https://tcgplayer-cdn.tcgplayer.com/product/55976_in_1000x1000.jpg,ISD,2011-09,Innistrad,ISD
https://store.tcgplayer.com/admin/orders/manageorder/ACBB87ED-3D68F9-3020E,Thran Turbine - Urza's Saga (USG),https://store.tcgplayer.com/productCatalog/product/productSearch/7068,Lightly Played,1,https://tcgplayer-cdn.tcgplayer.com/product/7068_in_1000x1000.jpg,USG,1998-10,Urza's Saga,USG
https://store.tcgplayer.com/admin/orders/manageorder/ACBB87ED-8A028E-1F1FF,Bojuka Bog - Commander 2014 (C14),https://store.tcgplayer.com/productCatalog/product/productSearch/94448,Lightly Played,1,https://tcgplayer-cdn.tcgplayer.com/product/94448_in_1000x1000.jpg,C14,2014-11,Commander 2014,C14
https://store.tcgplayer.com/admin/orders/manageorder/ACBB87ED-8A028E-1F1FF,Soul Warden - Exodus (EXO),https://store.tcgplayer.com/productCatalog/product/productSearch/4407,Lightly Played,1,https://tcgplayer-cdn.tcgplayer.com/product/4407_in_1000x1000.jpg,EXO,1998-06,Exodus,EXO
